participant_id,age,av_disclose_performance,av_reduce_injuries,av_report_safety,av_school_zone,av_share_data,av_speed_limit,av_two_drivers,bikegph_member,bikepgh_position,bikepgh_should_advocate,elaborate_bikepgh_position,end_date,familiar_av_tech,feel_safe_avs,feel_safe_cars,herzberg_death_change_opinion,interacted_av_biking,interacted_av_walking,interaction_details,negative_av_interaction,other_av_regulations,other_comments,own_car,own_smartphone,paying_attention_av_news,positive_av_interaction,regulate_av_testing,start_date,thoughts_pgh_av_testing,year,zipcode
1139,45-54,Yes,Significantly Better,Yes,No,Not sure,No,No,No,,,,2019-01-17 08:31:08,Somewhat familiar,3.0,3.0,No change,No,No,,,,"They don't get distracted as easily as a human operator could. They have ONE priority safe, efficient travel.",Yes,Yes,To a moderate extent,,,2019-01-17 08:19:54,Somewhat Approve,2019,15122
1140,55-64,Yes,Significantly Better,Yes,Not sure,Yes,No,No,Yes,,,,2019-01-17 08:29:48,Somewhat familiar,5.0,2.0,No change,No,Yes,The vehicle seemed to move more slowly then a manned vehicle.  It also seemed to move more cautiously,none,Rather then have real time reporting which would likely lead to sensationalization in the news.  A Quarterly report that is based in fact would give people better information to work with.,Just because their automated doesn't mean that they can manage all situations.  Just like when you ride near manned vehicles you need to account for the driver/AV system limitations.  If we understand how they operate we can adjust for them.  I believe AV will be much more  predictable and consistent in their actions thus making them safer.  No rush to pick up the donuts before work!,Yes,Yes,To a large extent,AV's don't seem to get impatient.  BUT just like manned vehicles you need to ride in a predictable manner.  Doing stupid things will still get you hurt!,,2019-01-17 08:22:52,Approve,2019,15090
1141,65+,Yes,Slightly Better,Yes,Not sure,Yes,Not sure,No,No,,,,2019-01-17 08:28:52,Somewhat familiar,3.0,3.0,Somewhat more negative opinion,,No,No issues,No problems,,The biggest issue as a cyclist is the speed and close proximity of all vehicles especially buses and large trucks and not so much the AV,Yes,No,To a moderate extent,I'VE NOT HAD ANY PROBLEMS,,2019-01-17 08:16:06,Neutral,2019,15001
1142,25-34,Yes,No effect,Yes,Yes,Yes,Not sure,Not sure,No,,,,2019-01-17 08:23:01,Not familiar at all,3.0,3.0,No change,No,Yes,no notable circumstance. i saw the hub on top of the car and noted it was an av. ,,,,Yes,Yes,To little extent,,,2019-01-17 08:17:25,Neutral,2019,15104
1143,35-44,Yes,Slightly Better,Yes,Yes,Yes,Not sure,Yes,No,,,,2019-01-17 08:19:06,Mostly familiar,4.0,3.0,Somewhat more negative opinion,Yes,Yes,"The vehicles had human drivers almost every time. Though they were not driving, a human was in the driver's seat.",,,,Yes,Yes,To some extent,,,2019-01-17 08:15:55,Neutral,2019,15206
1144,45-54,Yes,Significantly Better,Yes,Yes,Yes,Yes,No,Yes,,,,2019-01-17 08:08:24,Mostly familiar,4.0,2.0,Somewhat more negative opinion,Not sure,Yes,It seemed normal. Safe. ,,No,No ,Yes,Yes,To a large extent,I rode in an AV Uber and enjoyed the experience. ,,2019-01-17 08:04:55,Approve,2019,15216
1145,35-44,Yes,Slightly Better,Yes,Not sure,Yes,Yes,Yes,Yes,,,,2019-01-17 07:59:28,Somewhat familiar,4.0,3.0,Somewhat more negative opinion,Yes,Yes,Not as such.  Typically the vehicles appear to be operated by a human driver.,"I find them mildly creepy and they've created more traffic on my favorite Lawrenceville shortcut, but I have had no real negative experiences with them.","I agree with limiting speed and a high level of transparency regarding AV interactions. Perhaps AV companies should pay impact fees to cover roadways that they use as testing grounds, and should pay for any road modifications that are demanded by AV technology.","In theory I trust the technology more than Pittsburgh drivers, but really what I trust more is that the cars are driven by professional operators who, again in theory, must drive as safely as possible.  AV or not I think all drivers must recognize a higher duty of care when behind the wheel.",Yes,Yes,To a moderate extent,"I've never had an experience of aggressive driving from an AV.  No close passes, no tailgating, no Pittsburgh lefts, no horn honking or verbal abuse.",,2019-01-17 07:48:06,Somewhat Disapprove,2019,15206
1146,55-64,Yes,Slightly Worse,Yes,Yes,Yes,Not sure,Yes,Not sure,,,,2019-01-17 07:55:29,Somewhat familiar,3.0,2.0,No change,Not sure,No,didn’t notice anything peculiar. was mostly unaware. ,none noticed,no,need to test and develop in a safe and transparent manner. it’s going to be developed. ,Yes,Yes,To a moderate extent,none to share,,2019-01-17 07:46:06,Neutral,2019,15215
1147,35-44,Yes,Slightly Better,Yes,Yes,Yes,Yes,Yes,Yes,,,,2019-01-17 07:54:43,Somewhat familiar,2.0,1.0,Somewhat more negative opinion,Yes,No,Nothing really.  But they freak me out.  ,Why can't we first just make technology that automatically hibernates your cell phone when you're driving.  Stopping distracted driving is more important to me than trying to replace the human driving a car.  It's only logical. ,"AV vehicles should have some kind of light or other idea to alert vehicles, pedestrians and anyone else outside that they're present.  A little sensor gadget on the roof of the car isn't enough.  ","I trust them more than a distracted driver (someone operating their vehicle while on their phone) but in some ways they're just as dangerous.  I can't believe that we have the technology to actually replace a human's ability to process constantly changing information when behind the wheel when we don't even have the technology to automate other very basic tasks.  Seriously, who thinks that this is a great idea right now?  We have so many other things to do first.  ",Yes,Yes,To a moderate extent,No bad experiences yet. ,,2019-01-17 07:47:28,Somewhat Disapprove,2019,15224
1148,55-64,Yes,Significantly Better,Yes,Yes,Not sure,Not sure,Not sure,Yes,,,,2019-01-17 07:54:32,Somewhat familiar,3.0,3.0,,Yes,Yes,no problem,,,,Yes,Yes,To a moderate extent,,,2019-01-17 07:51:15,Approve,2019,
1149,55-64,Yes,Slightly Worse,Yes,Not sure,Yes,No,No,Yes,,,,2019-01-17 07:50:45,Somewhat familiar,3.0,2.0,No change,No,Yes,Nothing noticeable. Simply apprehension on my part.,,"Increase maximum caps on insurances, specific to AV, to motivate companies to perfect the technology",,Yes,Yes,To a moderate extent,,,2019-01-17 07:45:41,Neutral,2019,15219
1150,35-44,Yes,Slightly Better,Yes,Yes,Yes,Yes,Yes,No,,,,2019-01-17 07:42:35,Somewhat familiar,3.0,2.0,Somewhat more negative opinion,No,No,,,,,Yes,Yes,To some extent,,,2019-01-17 07:40:56,Somewhat Approve,2019,15217
1151,35-44,Yes,Significantly Better,Yes,Yes,Yes,Yes,Yes,Yes,,,,2019-01-17 07:35:39,Somewhat familiar,3.0,2.0,Somewhat more negative opinion,Yes,Yes,Nothing notable ,"I once saw an Uber employee in an Uber AV with the windows down and he was cursing angrily at the AV, or the situation, or both","AVs must be designed to recognize and share the road with ALL road users, not just other motor vehicles ","I do think AVs have a tremendous opportunity to make our roads and communities safer for all road users, especially given the rise of smart phone distraction and the terrible record humans have behind the wheel.  But I also think that AV technology is in a “toddler stage” where it needs real world testing to grow and get better, but while doing so, presents a potential danger to other road users, as the AI behind the wheel is not fully developed and as capable as a human of recognizing cyclists and pedestrians.  AV technology needs room to grow but in a controlled manner so that public safety is not compromised.  ",Yes,Yes,To a moderate extent,"I have seen AVs brake and accelerate at intersections and before turns in a controlled manner, much more controlled than many human drivers",,2019-01-17 07:25:42,Somewhat Approve,2019,15147
1152,45-54,Yes,Significantly Better,Yes,Not sure,No,Not sure,No,No,,,,2019-01-17 07:02:42,Extremely familiar,5.0,3.0,No change,Yes,No,Nothing different than riding near a regular car.,,No,No,Yes,Yes,To a large extent,I am 100% for AV's. No doubt it will reduce if not eliminate collisions in the future.,,2019-01-17 06:57:55,Approve,2019,15136
1153,25-34,Yes,Significantly Better,Yes,Yes,Yes,No,Not sure,Yes,,,,2019-01-17 06:50:18,Somewhat familiar,4.0,3.0,No change,Yes,Yes,I did not notice anything notable when I was near AVs.,,,"I think autonomous vehicles will ultimately improve safety on the road and traffic, but they are still in development. When the pilot and copilot are doing their job properly, they have the ability to react to situations even id the car doesn't stop in theory if an accident happens it probably would have even if a human driver had been in control of the car. ",No,Yes,To some extent,,,2019-01-17 06:44:16,Approve,2019,15222
1154,55-64,Not sure,No effect,Not sure,Yes,Not sure,Not sure,Yes,No,,,,2019-01-17 06:41:35,Somewhat familiar,3.0,1.0,No change,No,Yes,,,"What happens to an AV on ""black ice"" or slippery road conditions?",,Yes,No,To a large extent,,,2019-01-17 06:30:27,Approve,2019,15217
1155,45-54,Yes,Slightly Better,Yes,No,Yes,Yes,No,Yes,,,,2019-01-17 06:35:26,Mostly familiar,5.0,4.0,No change,Yes,Yes,They acted just like every other car.,,,,Yes,Yes,To some extent,,,2019-01-17 06:22:07,Approve,2019,15206
1156,55-64,Yes,Slightly Better,Yes,Not sure,Yes,Yes,Not sure,Yes,,,,2019-01-17 06:31:32,Mostly familiar,3.0,2.0,Significantly more negative opinion,Yes,Yes,"One time the AV did not seem to ""see"" me while on my bike at an intersection. It did avoid me and then slowed and pulled to the side. ","AV's typically have a spinning module, after my concussion, I found it difficult to ride behind the AV as it caused dizziness ","I am not sure how quick the reaction time would be on a highway when a deer jumps out... for this reason, I feel the speed should be capped somewhat lower than the speed limit ","They probably require more ""night visibility"" since it would be more likely  that the public would be using these vehicles to travel at night. I would guess the accident in AZ was due to poor detection of the cyclist, it is unacceptable that the vehicle didn't detect the cyclist and stop",Yes,Yes,To a moderate extent,I have not had a ride in an AV,,2019-01-17 06:18:09,Somewhat Approve,2019,15122
1157,65+,Yes,Significantly Better,Yes,Yes,Yes,No,Not sure,Yes,,,,2019-01-17 06:25:09,Somewhat familiar,4.0,4.0,No change,Not sure,Yes,Couldn’t tell if they were on auto or were being driv n by the person in the driver’s seat,,They probably are safer than the yahoos on the street now. I’ve never been yelled at to get of the road by one while on my bike. ,Will be safer than human drivers,Yes,Yes,To a moderate extent,,,2019-01-17 06:20:31,Approve,2019,15221
1158,35-44,Yes,Slightly Better,Yes,No,Yes,Yes,Not sure,Yes,,,,2019-01-17 05:30:35,Somewhat familiar,4.0,3.0,Somewhat more negative opinion,Yes,No,Nothing notable ,I have not had a truly negative experience to date,No,No,Yes,Yes,To some extent,vechicle was perfectly aligned in lane and maintained the speed limit. ,,2019-01-17 05:20:22,Somewhat Approve,2019,15212
1159,55-64,Yes,,Not sure,Not sure,Not sure,No,No,Yes,,,,2019-01-17 05:03:55,Mostly familiar,5.0,1.0,No change,Yes,Yes,Total confidence in my safety. ,,I don’t think they should be forced to report any more than a non autonomous vehicle. I believe they will prove to be safer than the average driver. ,,Yes,Yes,To a large extent,Nothing out of the ordinary. I have never seen them drive in a dangerous or distracted manner. ,,2019-01-17 04:59:28,Approve,2019,15102
1160,55-64,Yes,Significantly Better,Not sure,Not sure,Yes,No,No,Yes,,,,2019-01-17 03:18:48,Extremely familiar,1.0,3.0,No change,Yes,Yes,The vehicles seemed responsive and safe with respect to people and items in the area. Most of the time it is hard to tell if they are truly autonomous (hands-off) at any given time. They do lots of data collection.,None that I can think of. AVs seem to be careful 'drivers' and unlike many humans keep to speed limits and pay attention to traffic speeds and signs.,There should be a common set of tests that all vehicles have to pass whether simulated or real world. ,"In a few years, I believe streets could be safer for cycling than with humans texting, on their phones, and generally having their attention taken away from driving. I worry far more about distracted drivers than AVs. It's hard to get people to change their behavior and I do a lot of cycling and see humans on phones all the time.    I have friends who have taken up mountain biking to get away from human drivers who are not paying attention.    Also, autonomy benefits those who need it most - the young and the elderly. Will there be accidents and incidents? Yes, but the long term benefits will outweigh that.    ",Yes,Yes,To a large extent,They seem to respond to folks that dart into the roadway. Have seen this a couple of  times.,,2019-01-17 03:10:05,Approve,2019,15213
1161,65+,Yes,Slightly Worse,Yes,Yes,Yes,Yes,Yes,No,,,,2019-01-17 02:18:49,Somewhat familiar,1.0,2.0,Significantly more negative opinion,No,No,,,"Don't allow them at all. That is, BAN them.",,Yes,Yes,To a moderate extent,,,2019-01-17 02:16:05,Disapprove,2019,15203
1162,35-44,Yes,Significantly Better,Yes,No,Yes,No,No,No,,,,2019-01-17 00:23:49,Mostly familiar,5.0,1.0,No change,No,Yes,"I pass them on my walk to the office everyday. I can tell when the car is driving vs the human. The car is always the better driver... doesn’t cheat through turns or lights, uses turn signals, yields to peds, no Pittsburgh lefts.","They’re horrible to drive behind. They follow all the rules! They don’t cheat through turns or lights, they use turn signals, yields to peds, no Pittsburgh lefts.",,"The death in Arizona was a fluke, not a condemnation of AVs. The person was high, it was dark and she crossed illegally entering the road from in between parked cars.  That was an unfortunate but needed event to make AVs safer for everyone",Yes,Yes,To a large extent,"I pass them on my walk to the office everyday. I can tell when the car is driving vs the human. The car is always the better driver... doesn’t cheat through turns or lights, uses turn signals, yields to peds, no Pittsburgh lefts.",,2019-01-17 00:14:33,Approve,2019,15101
1163,55-64,Yes,Significantly Better,Yes,No,Yes,No,Yes,No,,,,2019-01-17 00:07:06,Mostly familiar,5.0,3.0,No change,Yes,Yes,They are safer than people driving  And most certainly safer than PAT   Buses,,No,No,Yes,Yes,To a large extent,,,2019-01-17 00:03:01,Approve,2019,15222
1164,25-34,Not sure,Slightly Better,Not sure,Yes,Yes,No,No,No,,,,2019-01-17 00:00:02,Not familiar at all,3.0,2.0,No change,No,Not sure,,,Lots of laws need to be taken into consideration before AVs can join main stream street life.,,Yes,Yes,Not at all,Once had an Uber ride in an AV. The techs driving/running software we're knowledgeable and friendly. Not sure if they were driving or if the car was driving. It was hard to tell since the driver kept his hands on the wheel at all times.,,2019-01-16 23:20:55,Approve,2019,15223
